movie_title;actor_1;actor_2;actor_3;actor_4;actor_5;actor_6;actor_7;actor_8;actor_9;actor_10
Sunshine State;Alan King;Angela Bassett;Timothy Hutton;Mary Steenburgen;Clifton James;James McDaniel;Miguel Ferrer;Edie Falco;Richard Edson;Gordon Clapp
Crossover;;;;;;;;;;
The Sting;Paul Newman;Robert Redford;Robert Shaw;Charles Durning;Ray Walston;Eileen Brennan;Harold Gould;John Heffernan;Dana Elcar;Jack Kehoe
Chariots of Fire;Ben Cross;Ian Charleson;Cheryl Campbell;Alice Krige;Nigel Havers;Ian Holm;Nicholas Farrell;Daniel Gerroll;John Gielgud;Lindsay Anderson
Diary of a Mad Black Woman;Kimberly Elise;Steve Harris;Tyler Perry;Shemar Moore;Vickie Eng;Lauren Leah Mitchell;Lisa Marcos;Tamara Taylor;Cicely Tyson;Terrell Carter
Shine;Geoffrey Rush;Noah Taylor;Armin Mueller-Stahl;Justin Braine;Sonia Todd;Chris Haywood;Alex Rafalowicz;Lynn Redgrave;Googie Withers;John Gielgud
Don Jon;Joseph Gordon-Levitt;Scarlett Johansson;Julianne Moore;Tony Danza;Glenne Headly;Brie Larson;Rob Brown;Jeremy Luke;Paul Ben-Victor;Italia Ricci
Ghost World;Thora Birch;Scarlett Johansson;Steve Buscemi;Brad Renfro;Bob Balaban;Teri Garr;Stacey Travis;David Cross;Pat Healy;Dave Sheridan
Iris;;;;;;;;;;
The Chorus;Kad Merad;Jean-Paul Bonnaire;Marie Bunel;Jean-Baptiste Maunier;Maxence Perrin;Thomas Blumenthal;Cyril Bernicot;Philippe du Janerand;Carole Weiss;Erick Desmarestz
Mambo Italiano;Luke Kirby;Ginette Reno;Paul Sorvino;Mary Walsh;Peter Miller;Claudia Ferri;Sophie Lorain;Tim Post;Tara Nicodemo;Pierrette Robitaille
Wonderland;Val Kilmer;Dylan McDermott;Kate Bosworth;Josh Lucas;Lisa Kudrow;Eric Bogosian;Christina Applegate;Carrie Fisher;Tim Blake Nelson;Janeane Garofalo
Do the Right Thing;Danny Aiello;Ossie Davis;Ruby Dee;Richard Edson;Giancarlo Esposito;Spike Lee;Bill Nunn;John Turturro;Paul Benjamin;Frankie Faison
Harvard Man;Sarah Michelle Gellar;Adrian Grenier;Joey Lauren Adams;Eric Stoltz;Rebecca Gayheart;John Neville;Gianni Russo;Ray Allen;Michael Aparo;Scottie Epstein
Le Havre;Kati Outinen;Blondin Miguel;Elina Salo;Evelyne Didi;Quoc Dung Nguyen;Jean-Pierre Darroussin;;;;
R100;Nao Omori;Mao Daichi;Shinobu Terajima;Hairi Katagiri;Ai Tominaga;Naomi Watanabe;Gin Maeda;You;Suzuki Matsuo;Atsuro Watabe
Salvation Boulevard;Jennifer Connelly;Marisa Tomei;Pierce Brosnan;Ed Harris;Greg Kinnear;Isabelle Fuhrman;Howard Hesseman;Jim Gaffigan;;
The Ten;Paul Rudd;Adam Brody;Jon Hamm;Winona Ryder;Ken Marino;Ali Marsh;Ron Silver;Liev Schreiber;Jessica Alba;Charlie McDermott
Headhunters;Aksel Hennie;Nikolaj Coster-Waldau;Eivind Sander;Baard Owe;Kyrre Haugen Sydness;Joachim Rafaelsen;Mats Mogeland;Gunnar Skramstad Johnsen;Lars Skramstad Johnsen;Signe Tynning
Saint Ralph;Adam Butcher;Campbell Scott;Michael Kanev;Gordon Pinsent;Tamara Hope;Keir Gilchrist;;;;
Insidious: Chapter 2;Patrick Wilson;Rose Byrne;Ty Simpkins;Lin Shaye;Barbara Hershey;Steve Coulter;Leigh Whannell;Angus Sampson;Andrew Astor;Hank Harris
Saw II;Tobin Bell;Shawnee Smith;Donnie Wahlberg;Franky G;Glenn Plummer;Beverley Mitchell;Dina Meyer;Emmanuelle Vaugier;Erik Knudsen;Tim Burd
10 Cloverfield Lane;Mary Elizabeth Winstead;John Goodman;John Gallagher Jr.;Bradley Cooper;Douglas M. Griffin;Cindy Hogan;Suzanne Cryer;Maya Erskine;Mat Vairo;Ryan Martin Dwyer
Jackass: The Movie;Johnny Knoxville;Bam Margera;Steve-O;Chris Pontius;Dave England;Ryan Dunn;Preston Lacy;Ehren McGhehey;Brandon DiCamillo;Phil Margera
Lights Out;Teresa Palmer;Maria Bello;Gabriel Bateman;Alexander DiPersia;Alicia Vela-Bailey;Billy Burke;Andi Osho;Maria Russell;Rolando Boyce;Lotta Losten
Paranormal Activity 3;Katie Featherston;Sprague Grayden;Lauren Bittner;Christopher Nicholas Smith;Chloe Csengery;Jessica Tyler Brown;Marilyn Alex;Dustin Ingram;Jessica Berger;Maria Olsen
Ouija;Olivia Cooke;Ana Coto;Daren Kagasoff;Bianca A. Santos;Douglas Smith;Shelley Hennig;Afra Sophia Tully;Izzie  Galanti;Claire Beale;Sierra Huermann
A Nightmare on Elm Street 3: Dream Warriors;Robert Englund;Patricia Arquette;Heather Langenkamp;John Saxon;Craig Wasson;Laurence Fishburne;Ken Sagoes;Rodney Eastman;Jennifer Rubin;Bradley Gregg
Instructions Not Included;Loreto Peralta;Eugenio Derbez;Jessica Lindsey;Daniel Raymont;Hugo Stiglitz;Karla Souza;Roger Cudney;Ari Brickman;Jeannine Derbez;Leia Freitas
Paranormal Activity 4;Katie Featherston;Kathryn Newton;Matt Shively;Aiden Lovekamp;Brady Allen;Stephen Dunham;Alexondra Lee;Georgica Pettus;Alisha Boe;Brendon Eggertsen
The Robe;Richard Burton;Jean Simmons;Victor Mature;Jay Robinson;Richard Boone;Leon Askin;Michael Rennie;Dean Jagger;Torin Thatcher;Betta St. John
Freddy's Dead: The Final Nightmare;Robert Englund;Lisa Zane;Shon Greenblatt;Lezlie Deane;Ricky Dean Logan;Breckin Meyer;Yaphet Kotto;Tom Arnold;Roseanne Barr;Elinor Donahue
Monster;Charlize Theron;Christina Ricci;Bruce Dern;Lee Tergesen;Annie Corley;Marc Macaulay;Stephan Jones;T. Robert Pigott;Catherine Mangan;Scott Wilson
Paranormal Activity: The Marked Ones;Andrew Jacobs;Richard Cabral;Carlos Pratts;Eddie J. Fernandez;Jorge Diaz;David Fernandez Jr.;Molly Ephraim;Katie Featherston;Crystal Santos;Catherine Toribio
Dallas Buyers Club;Matthew McConaughey;Jennifer Garner;Jared Leto;Denis O'Hare;Steve Zahn;Michael O'Neill;Dallas Roberts;Griffin Dunne;Kevin Rankin;Donna DuPlantier
The Lazarus Effect;Olivia Wilde;Mark Duplass;Donald Glover;Evan Peters;Sarah Bolger;Ray Wise;Amy Aquino;Bruno Gunn;Sean T. Krishnan;
Memento;Guy Pearce;Carrie-Anne Moss;Joe Pantoliano;Mark Boone Junior;Stephen Tobolowsky;Harriet Sansom Harris;Callum Keith Rennie;Larry Holden;Jorja Fox;Russ Fega
Oculus;Karen Gillan;Brenton Thwaites;Katee Sackhoff;James Lafferty;Rory Cochrane;Kate Siegel;Garrett Ryan;Katie Parker;Miguel Sandoval;Annalise Basso
Clerks II;Brian O'Halloran;Jeff Anderson;Jason Mewes;Kevin Smith;Rosario Dawson;Jennifer Schwalbach Smith;Ben Affleck;Trevor Fehrman;Scott Mosier;Jason Lee
Billy Elliot;Jamie Bell;Julie Walters;Jean Heywood;Jamie Draven;Gary Lewis;Stephen Mangan;Patrick Malahide;Stuart Wells;Tracey Wilkinson;Nicola Blackwell
The Way Way Back;Liam James;Steve Carell;Toni Collette;AnnaSophia Robb;Sam Rockwell;Allison Janney;Maya Rudolph;Amanda Peet;Rob Corddry;Nat Faxon
House Party 2;Martin Lawrence;Christopher Martin;Christopher Reid;Paul Anthony;Tisha Campbell-Martin;Queen Latifah;Georg Stanford Brown;Whoopi Goldberg;Iman;
Doug's 1st Movie;Thomas McHugh;Fred Newman;Chris Phillips;Constance Shulman;;;;;;
The Apostle;Robert Duvall;Billy Bob Thornton;June Carter Cash;Farrah Fawcett;Miranda Richardson;Todd Allen;Walton Goggins;Billy Joe Shaver;;
Our Idiot Brother;Paul Rudd;Elizabeth Banks;Zooey Deschanel;Emily Mortimer;Adam Scott;Kathryn Hahn;Hugh Dancy;Steve Coogan;Rashida Jones;T.J. Miller
The Players Club;LisaRaye McCoy;Dick Anthony Williams;Judyann Elder;Chrystale Wilson;Adele Givens;Bernie Mac;Anthony Johnson;Monica Calhoun;Jamie Foxx;Tracey Cherelle Jones
As Above, So Below;Perdita Weeks;Ben Feldman;Edwin Hodge;Marion Lambert;Ali Marhyar;Cosme Castro;Hamid Djavadan;Roger Van Hool;Olivia Csiky Trnka;Hellyette Bess
Addicted;Boris Kodjoe;Brandon Gonzales;Cameron Mills;Emayatzy Corinealdi;Garrett Hines;Hunter Burke;John Newberg;Kat Graham;Maria Howell;Omer Mughal
Eve's Bayou;Jurnee Smollett;Meagan Good;Lynn Whitfield;Samuel L. Jackson;Debbi Morgan;Diahann Carroll;Lisa Nicole Carson;Roger Guenveur Smith;Victoria Rowell;Jake Smollett
Still Alice;Julianne Moore;Alec Baldwin;Kristen Stewart;Kate Bosworth;Shane McRae;Hunter Parrish;Seth Gilliam;Stephen Kunken;Erin Darke;Daniel Gerroll
Friday the 13th Part VIII: Jason Takes Manhattan;Kane Hodder;Jensen Daggett;Scott Reeves;Barbara Bingham;Peter Mark Richman;Martin Cummins;Gordon Currie;Alex Diakun;Vincent Craig Dupree;Saffron Henderson
My Big Fat Greek Wedding;Nia Vardalos;John Corbett;Lainie Kazan;Michael Constantine;Andrea Martin;Joey Fatone;Louis Mandylor;Gia Carides;Christina Eleusiniotis;Marita Zouravlioff
Spring Breakers;James Franco;Selena Gomez;Vanessa Hudgens;Ashley Benson;Rachel Korine;Gucci Mane;Heather Morris;Ash Lendzion;Sidney Sewell;Thurman Sewell
Halloween: The Curse of Michael Myers;Donald Pleasence;Paul Rudd;Marianne Hagan;Mitchell Ryan;Kim Darby;Bradford English;Keith Bogart;Mariah O'Brien;Leo Geter;J.C. Brandy
Y Tu Mamá También;Diego Luna;Diana Bracho;Nathan Grinberg;Giselle Audirac;Marta Aura;Juan Carlos Remolina;Silverio Palacios;Mayra Serbulo;;
Shaun of the Dead;Simon Pegg;Nick Frost;Kate Ashfield;Lucy Davis;Dylan Moran;Peter Serafinowicz;Rafe Spall;Penelope Wilton;Bill Nighy;Reece Shearsmith
The Haunting of Molly Hartley;Haley Bennett;Jake Weber;Chace Crawford;Shannon Woodward;Shanna Collins;AnnaLynne McCord;Marin Hinkle;Nina Siemaszko;Josh Stewart;Jessica Lowndes
Lone Star;Chris Cooper;Matthew McConaughey;Kris Kristofferson;Joe Morton;Frances McDormand;Stephen J. Lang;Oni Faida Lampley;LaTanya Richardson;Leo Burmester;Eleese Lester
Halloween 4: The Return of Michael Myers;Donald Pleasence;Ellie Cornell;Danielle Harris;George P. Wilbur;Michael Pataki;Beau Starr;Kathleen Kinmont;Sasha Jenson;Gene Ross;Carmen Filpi
April Fool's Day;Deborah Foreman;Thomas F. Wilson;Lloyd Berry;Tom Heaton;Ken Olandt;Leah Pinsent;Clayton Rohner;Amy Steel;Jay Baker;Pat Barlow
Diner;Steve Guttenberg;Daniel Stern;Mickey Rourke;Kevin Bacon;Tim Daly;Ellen Barkin;Paul Reiser;Kathryn Dowling;Michael Tucker;Jessica James
Lone Wolf McQuade;Chuck Norris;David Carradine;Barbara Carrera;Leon Isaac Kennedy;Dana Kimmell;Robert Beltran;L.Q. Jones;R. G. Armstrong;Jorge Cervera Jr.;Sharon Farrell
Apollo 18;Ryan Robbins;Warren Christie;Lloyd Owen;Andrew Airlie;Michael Kopsa;Ali Liebert;Kurt Max Runte;Kim Wylie;Noah Wylie;Erica Carroll
Sunshine Cleaning;Amy Adams;Emily Blunt;Alan Arkin;Jason Spevack;Steve Zahn;Mary Lynn Rajskub;Clifton Collins Jr;Eric Christian Olsen;Paul Dooley;Kevin Chapman
No Escape;Owen Wilson;Lake Bell;Pierce Brosnan;Sterling Jerins;Claire Geare;Spencer Garrett;Tanapol Chuksrida;Nophand Boonyai;Byron Gibson;Matthew Timothy Olynyk
Not Easily Broken;Morris Chestnut;Taraji P. Henson;Maeve Quinlan;Kevin Hart;Jenifer Lewis;Eddie Cibrian;Wood Harris;;;
Digimon: The Movie;Lara Jill Miller;Joshua Seth;Bob Papenbrook;Doug Berholt;Steve Blum;Colleen O'Shaughnessey;Michael Reisz;Wendee Lee;Brianne Siddall;
Saved!;Jena Malone;Mandy Moore;Macaulay Culkin;Patrick Fugit;Heather Matarazzo;Eva Amurri Martino;Martin Donovan;Mary-Louise Parker;Chad Faust;Elizabeth Thai
The Barbarian Invasions;Louise Portal;Dominique Michel;Pierre Curzi;Yves Jacques;Marina Hands;Sophie Lorain;Johanne-Marie Tremblay;Isabelle Blais;Markita Boies;Denis Bouchard
The Forsaken;Kerr Smith;Brendan Fehr;Izabella Miko;Johnathon Schaech;Phina Oruche;Simon Rex;Carrie Snodgress;Alexis Thorpe;Frederick Flynn;A.J. Buckley
UHF;Victoria Jackson;Michael Richards;David Bowe;Fran Drescher;Kevin McCarthy;Anthony Geary;Billy Barty;Trinidad Silva;Emo Philips;
Slums of Beverly Hills;Natasha Lyonne;Alan Arkin;Marisa Tomei;Eli Marienthal;Mena Suvari;David Krumholtz;Kevin Corrigan;Rita Moreno;Carl Reiner;Jessica Walter
Made;Vince Vaughn;Jon Favreau;Sean Combs;Famke Janssen;Peter Falk;Faizon Love;David O'Hara;Vincent Pastore;Jenteal;Makenzie Vega Norfolk
Moon;Sam Rockwell;Kevin Spacey;Dominique McElligott;Rosie Shaw;Adrienne Shaw;Kaya Scodelario;Benedict Wong;Malcolm Stewart;Robin Chalk;Matt Berry
The Sweet Hereafter;Ian Holm;Caerthan Banks;Sarah Polley;Tom McCamus;Gabrielle Rose;Alberta Watson;Maury Chaykin;Stephanie Morgenstern;Bruce Greenwood;
Of Gods and Men;Lambert Wilson;Michael Lonsdale;Olivier Rabourdin;Philippe Laudenbach;Jacques Herlin;Xavier Maly;Jean-Marie Frin;Abdelhafid Metalsi;Sabrina Ouazani;Abdellah Moundy
Bottle Shock;Alan Rickman;Chris Pine;Bill Pullman;Rachael Taylor;Dennis Farina;Hal B. Klein;Jean-Michel Richaud;Eliza Dushku;Kirk Baily;Philippe Bergeron
Heavenly Creatures;Melanie Lynskey;Kate Winslet;Sarah Peirse;Simon O'Connor;Diana Kent;Clive Merrison;Gilbert Goldie;Jed Brophy;Darien Takle;Peter Elliott
90 Minutes in Heaven;Kate Bosworth;Hayden Christensen;Hudson Meek;Bobby Batson;Elizabeth Hunter;David Clyde Carr;Catherine Carlen;Dwight Yoakam;Michael W. Smith;Gianna Simone
Everything Must Go;Rebecca Hall;Will Ferrell;Glenn Howerton;Laura Dern;Christopher Jordan Wallace;Stephen Root;Rosalie Michaels;Argos MacCallum;Todd Bryant;Jason Spisak
Zero Effect;Bill Pullman;Ben Stiller;Ryan O'Neal;Kim Dickens;Angela Featherstone;Hugh Ross;Sarah DeVincentis;Matt O'Toole;Michele Mariana;Robert Katims
The Machinist;Christian Bale;Jennifer Jason Leigh;John Sharian;Michael Ironside;Lawrence Gilliard Jr.;Craig Stevenson;Reg E. Cathey;Anna Massey;Matthew Romero Moore;James DePaul
Light Sleeper;Willem Dafoe;Susan Sarandon;Dana Delany;David Clennon;Mary Beth Hurt;Victor Garber;Jane Adams;Sam Rockwell;David Spade;
Kill the Messenger;Jeremy Renner;Mary Elizabeth Winstead;Michael Sheen;Ray Liotta;Robert Patrick;Paz Vega;Michael Kenneth Williams;Rosemarie DeWitt;Tim Blake Nelson;Barry Pepper
Rabbit Hole;Nicole Kidman;Aaron Eckhart;Dianne Wiest;Miles Teller;Tammy Blanchard;Sandra Oh;Giancarlo Esposito;Jon Tenney;Stephen Mailer;Mike Doyle
Party Monster;Seth Green;Macaulay Culkin;Diana Scarwid;Marilyn Manson;Dylan McDermott;Wilmer Valderrama;Daniel Franzese;Mia Kirshner;Natasha Lyonne;Justin Hagan
Green Room;Anton Yelchin;Imogen Poots;Alia Shawkat;Joe Cole;Callum Turner;Mark Webber;Eric Edelstein;Macon Blair;Kai Lennox;Patrick Stewart
Bottle Rocket;Luke Wilson;Owen Wilson;Lumi Cavazos;Andrew Wilson;Robert Musgrave;Haley Miller;James Caan;Ned Dowd;Shea Fowler;Brian Tenenbaum
Albino Alligator;Matt Dillon;Faye Dunaway;Gary Sinise;William Fichtner;Viggo Mortensen;John Spencer;Skeet Ulrich;Frankie Faison;Melinda McGraw;M. Emmet Walsh
Lovely, Still;Martin Landau;Ellen Burstyn;Adam Scott;Elizabeth Banks;;;;;;
Desert Blue;Casey Affleck;Kate Hudson;Brendan Sexton III;Christina Ricci;Ethan Suplee;Sara Gilbert;Peter Sarsgaard;John Heard;Isidra Vega;Rene Rivera
Redacted;Izzy Diaz;Rob Devaney;Ty Jones;Anas Wellman;Mike Figueroa;;;;;
Fascination;Jacqueline Bisset;Adam Garcia;James Naughton;Stuart Wilson;Alice Evans;Cachaco;Elia Enid Cadilla;Jaime Bello;;
I Served the King of England;Ivan Barnev;Julia Jentsch;Martin Huba;Milan Lasica;;;;;;
Sling Blade;Billy Bob Thornton;Dwight Yoakam;J. T. Walsh;John Ritter;Lucas Black;Robert Duvall;Natalie Canerday;James Hampton;Christine Renee Ward;Jim Jarmusch
Hostel;Jay Hernandez;Derek Richardson;Eythor Gudjonsson;Barbara Nedeljakova;Jana Kaderabkova;Lubomir Bukovy;Takashi Miike;Keiko Seiko;Jana Havlickova;Rick Hoffman
Take Shelter;Michael Shannon;Jessica Chastain;Katy Mixon;Shea Whigham;Ray McKinnon;Tova Stewart;Natasha Randall;Ron Kennard;Scott Knisley;Robert Longstreet
Lady in White;Lukas Haas;Len Cariou;Alex Rocco;Katherine Helmond;Jason Presson;Jared Rushton;Renata Vanni;Angelo Bertolini;Joelle Jacobi;Henry Harris
The Texas Chainsaw Massacre 2;Dennis Hopper;Caroline Williams;Jim Siedow;Bill Moseley;Bill Johnson;Ken Evert ;Harlan Jordan;Kirk Sisco;James N. Harrell;Lou Perryman
Only God Forgives;Ryan Gosling;Kristin Scott Thomas;Gordon Brown;Tom Burke;Vithaya Pansringarm;Byron Gibson;Sahajak Boonthanakit;Yayaying Rhatha Phongam;Charlie Ruedpokanon;Wannisa Peungpa
The Names of Love;Jacques Gamblin;Sara Forestier;Zinedine Soualem;Jacques Boudet;Carole Franck;Julia Vaidis-Bogard;Nabil Massad;Zakariya Gouram;Adrien Stoclet;Camille Gigot
Savage Grace;Julianne Moore;Stephen Dillane;Eddie Redmayne;Elena Anaya;Hugh Dancy;Anne Reid;Martin Huberty;Minnie Marx;Jim Arnold;Abel Folk
Police Academy;Steve Guttenberg;Kim Cattrall;G. W. Bailey;Bubba Smith;Donovan Scott;George Gaynes;Andrew Rubin;David Graf;Leslie Easterbrook;Michael Winslow
Four Weddings and a Funeral;Hugh Grant;Andie MacDowell;James Fleet;Simon Callow;John Hannah;Kristin Scott Thomas;David Bower;Charlotte Coleman;Rowan Atkinson;Anna Chancellor
25th Hour;Edward Norton;Philip Seymour Hoffman;Barry Pepper;Rosario Dawson;Anna Paquin;Brian Cox;Tony Siragusa;Levan Uchaneishvili;Misha Kuznetsov;Isiah Whitlock Jr.
Bound;Jennifer Tilly;Gina Gershon;Joe Pantoliano;John P. Ryan;Christopher Meloni;Richard C. Sarafian;Mary Mara;Susie Bright;Margaret Smith;Barry Kivel
Requiem for a Dream;Ellen Burstyn;Jared Leto;Jennifer Connelly;Marlon Wayans;Christopher McDonald;Louise Lasser;Marcia Jean Kurtz;Janet Sarno;Suzanne Shepherd;Mark Margolis
Tango;Cecilia Narova;Juan Carlos Copes;;;;;;;;
Donnie Darko;Jake Gyllenhaal;Jena Malone;Patrick Swayze;Maggie Gyllenhaal;Drew Barrymore;Beth Grant;Holmes Osborne;Daveigh Chase;Mary McDonnell;James Duval
Character;Jan Decleir;Betty Schuurman;Tamar van den Dop;;;;;;;
Spun;Jason Schwartzman;Mickey Rourke;Brittany Murphy;John Leguizamo;Chloe Hunter;Patrick Fugit;Mena Suvari;Eric Roberts;Elisa Bocanegra;China Chow
Mean Machine;Vinnie Jones;David Kelly;David Hemmings;Ralph Brown;Vas Blackwood;Robbie Gee;Geoff Bell;John Forgeham;Sally Phillips;Danny Dyer
Exiled;Anthony Wong;Francis Ng;Simon Yam;Nick Cheung;Richie Ren;Roy Cheung;Josie Ho;Lam Suet;Gordon Lam Ka-Tung;Eddie Cheung Siu-Fai
After.Life;Liam Neeson;Justin Long;Christina Ricci;Josh Charles;Chandler Canterbury;Celia Weston;Shuler Hensley;Anna Kuchma;Rosemary Murphy;Laurel Bryce
One Flew Over the Cuckoo's Nest;Jack Nicholson;Louise Fletcher;Danny DeVito;William Redfield;Scatman Crothers;Brad Dourif;Christopher Lloyd;Will Sampson;Dean R. Brooks;Michael Berryman
The Sweeney;Ray Winstone;Ben Drew;Hayley Atwell;Damian Lewis;Alan Ford;Steven Mackintosh;Paul Anderson;Caroline Chikezie;Allen Leech;Ronnie Fox
Whale Rider;Keisha Castle-Hughes;Rawiri Paratene;Vicky Haughton;Cliff Curtis;Grant Roa;Mana Taumaunu;Rachel House;Taungaroa Emile;Tammy Davis;Mabel Wharekawa
Night Watch;;;;;;;;;;
The Crying Game;Stephen Rea;Jaye Davidson;Miranda Richardson;Forest Whitaker;Adrian Dunbar;Jim Broadbent;Ralph Brown;Tony Slattery;Birdy Sweeney;Breffni McKenna
Porky's;Dan Monahan;Mark Herrier;Wyatt Knight;Cyril O'Reilly;Kaki Hunter;Kim Cattrall;Tony Ganios;Art Hindle;Doug McGrath;Susan Clark
Survival of the Dead;Alan van Sprang;Kenneth Welsh;Kathleen Munroe;Devon Bostick;Richard Fitzpatrick;Athena Karkanis;Stefano DiMatteo;Julian Richings;;
Lost in Translation;Bill Murray;Scarlett Johansson;Anna Faris;Giovanni Ribisi;Akiko Takeshita;Kazuyoshi Minamimagoe;Kazuko Shibata;Take;Fumihiro Hayashi;Hiroko Kawasaki
Annie Hall;Woody Allen;Diane Keaton;Tony Roberts;Carol Kane;Paul Simon;Shelley Duvall;Janet Margolin;Colleen Dewhurst;Christopher Walken;Donald Symington
The Greatest Show on Earth;Betty Hutton;Cornel Wilde;Charlton Heston;Dorothy Lamour;Gloria Grahame;Henry Wilcoxon;Lyle Bettger;Lawrence Tierney;James Stewart;Emmett Kelly
Monster's Ball;Halle Berry;Billy Bob Thornton;Heath Ledger;Sean Combs;Coronji Calhoun;Peter Boyle;Taylor Simpson;Gabrielle Witcher;Amber Rules;Yasiin Bey
Maggie;Arnold Schwarzenegger;Abigail Breslin;Joely Richardson;Douglas M. Griffin;J.D. Evermore;Rachel Whitman Groves;Jodie Moore;Bryce Romero;Raeden Greer;Aiden Flowers
Leaving Las Vegas;Nicolas Cage;Elisabeth Shue;Julian Sands;Richard Lewis;Steven Weber;Kim Adams;Emily Procter;Stuart Reynolds ;Valeria Golino;Graham Beckel
The Boy Next Door;Jennifer Lopez;Ryan Guzman;Ian Nelson;John Corbett;Kristin Chenoweth;Hill Harper;Lexi Atkins;Bailey Chase;Raquel Gardner;Jack Wallace
The Kids Are All Right;Julianne Moore;Annette Bening;Mark Ruffalo;Mia Wasikowska;Josh Hutcherson;Yaya DaCosta;Zosia Mamet;Kunal Sharma;Eddie Hassell;Rebecca Lawrence Levy
They Live;Roddy Piper;Keith David;Meg Foster;George Buck Flower;Peter Jason;Raymond St. Jacques;Jason Robards III;John Lawrence;Susan Barnes;Sy Richardson
The Last Exorcism Part II;Ashley Bell;Julia Garner;Andrew Sensenig;Spencer Treat Clark;Judd Lormand;Muse Watson;Raeden Greer;;;
Boyhood;Ellar Coltrane;Patricia Arquette;Ethan Hawke;Elijah Smith;Lorelei Linklater;Steven Chester Prince;Bonnie Cross;Sydney Orta;Libby Villari;Marco Perella
Scoop;Scarlett Johansson;Hugh Jackman;Woody Allen;Ian McShane;Kevin McNally;Romola Garai;Charles Dance;Fenella Woolgar;Julian Glover;Geoff Bell
The Wash;Dr. Dre;Snoop Dogg;DJ Pooh;Angell Conwell;Bruce Bruce;Eminem;Tom Lister Jr.;Alex Thomas;Shari Watson;
3 Strikes;Brian Hooks;N'Bushe Wright;Faizon Love;E-40;Starletta DuPois;George Wallace;David Alan Grier;Dean Norris;Meagan Good;Mo'Nique
The Cooler;William H. Macy;Alec Baldwin;Maria Bello;Shawn Hatosy;Paul Sorvino;Estella Warren;Ron Livingston;Joey Fatone;Arthur J. Nascarella;M.C. Gainey
The Night Listener;Toni Collette;Robin Williams;Joe Morton;Bobby Cannavale;Rory Culkin;Sandra Oh;Rodrigo Lopresti;John Cullum;Lisa Emery;Guenia Lemos
The Orphanage;Fernando Cayo;Mabel Rivera;Montserrat Carulla;Geraldine Chaplin;;;;;;
A Haunted House 2;Marlon Wayans;Jaime Pressly;Essence Atkins;Gabriel Iglesias;Missi Pyle;Ashley Rickards;Affion Crockett;Steele Stebbins;Rick Overton;Dave Sheridan
The Rules of Attraction;James Van Der Beek;Shannyn Sossamon;Ian Somerhalder;Jessica Biel;Kate Bosworth;Jay Baruchel;Thomas Ian Nicholas;Russell Sams;Kip Pardue;Joel Michaely
Four Rooms;Tim Roth;Antonio Banderas;Jennifer Beals;Madonna;Marisa Tomei;Bruce Willis;Quentin Tarantino;Sammi Davis;Amanda de Cadenet;Valeria Golino
Secretary;James Spader;Maggie Gyllenhaal;Jeremy Davies;Lesley Ann Warren;Stephen McHattie;Amy Locane;Patrick Bauchau;Jessica Tuck;Oz Perkins;
The Real Cancun;Laura Ramsey;;;;;;;;;
Talk Radio;Eric Bogosian;Ellen Greene;Leslie Hope;John C. McGinley;Alec Baldwin;John Pankow;Anna Levine;;;
Waiting for Guffman;Christopher Guest;Eugene Levy;Fred Willard;Catherine O'Hara;Michael Hitchcock;Larry Miller;Parker Posey;Bob Balaban;Don Lake;David Cross
Love Stinks;French Stewart;Bridgette Wilson;Bill Bellamy;Tyra Banks;Tiffani Thiessen;Colleen Camp;John O'Hurley;;;
You Kill Me;Ben Kingsley;Luke Wilson;Bill Pullman;Dennis Farina;Philip Baker Hall;Marcus Thomas;Scott Heindl;Alison Sealy-Smith;Aron Tager;Jayne Eastwood
Thumbsucker;Lou Taylor Pucci;Tilda Swinton;Vincent D'Onofrio;Keanu Reeves;Benjamin Bratt;Vince Vaughn;Kelli Garner;Chase Offerle;;
Mirrormask;Stephanie Leonidas;Jason Barry;Rob Brydon;Gina McKee;Dora Bryan;Stephen Fry;Lenny Henry;Robert Llewellyn;Eryl Maynard;Simon Harvey
